"Present_Tmax"	"Present_Tmin"	"LDAPS_RHmin"	"LDAPS_RHmax"	"LDAPS_Tmax_lapse"	"LDAPS_Tmin_lapse"	"LDAPS_WS"	"LDAPS_LH"	"LDAPS_CC1"	"LDAPS_CC2"	"LDAPS_CC3"	"LDAPS_CC4"	"LDAPS_PPT1"	"LDAPS_PPT2"	"LDAPS_PPT3"	"LDAPS_PPT4"	"lat"	"lon"	"DEM"	"Slope"	"Solar.radiation"	"Next_Tmax"	"Next_Tmin"
NA	24.3	NA	88.14250183	31.09776828	24.90103691	6.278750633	NA	0.147800038	0.216025083	NA	0.194961569	NA	0	NA	0	NA	126.927	NA	0.618	5654.083984	NA	NA
27.9	22.7	53.10527039	NA	NA	24.88096872	5.50862956	51.35250584	NA	0.427233189	NA	NA	0.001733788	0	0	0	37.5372	NA	NA	0.6233	5274.280762	33.3	24.6
28.5	NA	NA	98.06304169	26.76814997	21.37283146	11.55669832	NA	0.886278901	0.491567292	0.079765144	NA	NA	0.01121552	0	0.006714055	37.4562	126.955	208.507	5.1782	5719.606934	25.3	23.3
27.5	NA	63.40644836	96.38917542	NA	24.40301361	7.871425261	67.58406576	NA	0.668198671	0.442147503	0.462990926	2.817569385	NA	0	0	37.5507	NA	35.038	0.5055	NA	26.7	24.3
28.2	24.3	NA	96.60642242	27.64755914	23.54475293	NA	NA	0.929408014	0.636839913	0.138742486	0.326616963	3.295796494	0.41972883	0	0	NA	126.826	50.9312	NA	NA	25	20.9
NA	NA	54.68353271	NA	30.93468193	24.35613954	NA	NA	0.190440834	0.173014259	0.176698528	0.020221479	NA	0	NA	NA	37.4697	126.995	82.2912	2.2579	5399.98584	32.1	22.4
26.7	23.5	59.94117355	96.97054291	30.58476957	NA	7.989755174	108.5786595	0.532799584	0.251442575	0.141894741	0.086939961	NA	NA	0	0	37.5507	NA	35.038	NA	5483.246094	30.9	24.9
27.2	23.7	NA	94.61745453	27.55662701	23.79034772	6.791419407	117.6373796	0.177333648	NA	0.037377038	0.194273768	0	NA	0	0	NA	127.135	35.038	NA	4485.424805	29.8	22.8
30.5	NA	48.0503006	96.79589081	31.24455574	24.13727844	6.975875537	85.49362361	0.592589281	0.23810232	0.080250457	NA	13.21398717	0	0	NA	NA	126.955	208.507	5.1782	4843.271973	NA	NA
NA	24.8	47.8829689	92.5592041	NA	NA	NA	75.98758396	0.91882713	0.669080503	NA	NA	4.514248858	0.63992763	NA	0	37.5372	NA	28.7	NA	5611.817383	25.7	21.5
NA	23.9	43.66994858	NA	30.34609941	23.54052713	NA	NA	0.297228259	0.15182762	0.003975237	0.000645363	0	0	NA	0	37.5507	127.04	26.298	0.5721	NA	30.7	22.9
28.2	23.4	NA	77.04993439	32.11899318	22.7189063	5.547745268	48.84044969	0.221418546	NA	NA	0.056390568	0	0	0	NA	37.4697	126.91	52.518	NA	5822.300781	33.8	NA
29.2	21.2	54.66908646	NA	27.94172183	22.15816134	8.720957597	NA	NA	NA	0.067242841	0.053725114	0.004289445	0	0	0	NA	NA	132.118	0.5931	5820.04248	29.7	NA
30.7	20.9	71.9851532	95.42837524	NA	NA	7.632252306	NA	0.095141848	0.401594268	NA	0.727566587	0	0	0	0.021433333	37.645	127.022	45.716	2.5348	5839.094727	28.4	NA
NA	20.9	NA	NA	NA	21.81124413	8.568712195	NA	NA	0.857577888	NA	0.372797969	1.058205709	5.844709431	0.180203236	NA	NA	126.991	212.335	2.785	5827.258789	27.8	19.6
27.3	23.8	57.18758774	NA	30.81643598	NA	7.596814632	NA	0.930437207	NA	0.492508058	0.460504481	2.169697134	0	0	0	NA	NA	59.8324	2.6865	5790.223633	NA	24.7
25.9	24.4	70.27391052	95.95483398	NA	NA	12.94747404	NA	NA	0.447714541	0.072492888	NA	1.096827316	0.143180599	0	0	NA	126.826	50.9312	0.4125	NA	NA	NA
28.1	NA	53.14520645	91.87879944	33.04952559	25.14642077	5.803150823	23.89679205	NA	0.450796655	0.146339938	NA	NA	0	0	0	37.4967	126.927	30.968	0.618	5260.458496	32.5	24.9
32.6	24.1	41.25709152	92.89885712	29.7318806	21.71732286	9.987139453	93.970403	0.061319141	0.000173042	0	0.003682774	0	0	NA	0	NA	NA	146.554	NA	5854.641602	NA	22.2
31.1	24.1	68.45847321	NA	29.47216349	NA	9.939733764	NA	NA	0.447513244	NA	0.367324356	0	0.002870457	0	NA	37.5372	126.891	NA	0.1554	5648.304688	31.2	NA
30.2	25.7	NA	89.92720032	32.05121356	24.88091929	6.283412735	NA	0.300568733	0.319048611	0.487893866	0.614090037	0	0	NA	0.07186351	37.5372	127.085	28.7	0.6233	NA	NA	NA
NA	22.2	NA	97.63525391	NA	22.81808893	NA	NA	0.502992901	0.463573306	0.268674064	0.285650054	0.238181898	NA	0	0	NA	126.826	50.9312	0.4125	NA	26.4	23
29.7	21.5	75.50250244	92.70108795	22.83101936	21.00958758	NA	NA	0.772426455	0.681084866	0.680143628	0.43747661	0.652728004	0.116388805	NA	0.002796114	37.5776	NA	NA	NA	5882.380371	NA	NA
28.6	NA	48.94273758	83.53217316	34.44662409	25.37471249	5.675097764	82.00457025	0.594855838	0.343182284	0.426052302	NA	NA	NA	3.040160735	1.252113133	37.5507	126.937	NA	0.8552	5807.975586	34.2	24.8
32.5	NA	65.36289215	88.95835114	31.46881348	26.8312664	NA	50.26276	NA	NA	0.23219837	0.148115224	0	0	0.066596321	NA	NA	127.085	28.7	NA	5327.157715	30.3	25.1
26.5	23.6	NA	94.6867981	30.31848163	NA	7.000118246	32.23524868	NA	NA	0.366306233	0.377218904	4.258385982	NA	0	0	37.5372	127.085	28.7	NA	5736.588867	29.9	NA
NA	NA	NA	NA	30.61494001	25.06084234	NA	NA	0.086306437	0.191639965	0.176129941	0.026258748	NA	0	NA	NA	37.645	127.022	45.716	2.5348	NA	33.4	25.5
29.8	NA	NA	92.31673431	30.51710818	NA	6.40856423	48.18579	0.248861588	0.437525932	0.508867202	NA	0	0.143655876	0.764288634	0	37.5776	NA	59.8324	2.6865	5283.324219	NA	NA
29.7	23.7	46.92033386	90.32730865	NA	23.15973686	NA	NA	0.33213904	0.152186768	5.54e-05	NA	0	0	0	0	NA	NA	21.9668	0.1332	5736.805176	31.7	NA
31.3	NA	NA	NA	32.11368724	25.35709357	NA	117.9316676	0.578984702	0.422407032	0.092911176	NA	0.303555022	0	0	NA	NA	127.135	35.038	0.5055	5340.645996	NA	NA
30.8	25.1	NA	96.67105865	29.39166654	25.20331675	NA	NA	NA	0.233566809	0.228983255	0.186366796	0	NA	0.081919665	NA	37.6181	NA	NA	4.7296	NA	30.6	NA
NA	24	61.3823967	98.6078186	30.7440667	NA	NA	85.38895352	NA	NA	0.19190352	NA	0	0	0	0.019544447	37.645	127.022	45.716	2.5348	5670.164063	30.9	NA
32.1	23.6	39.52270889	73.77866364	NA	NA	NA	14.35984075	0.15947104	0.289801989	0.123444138	0.181063981	NA	0	NA	0	37.5507	NA	26.298	NA	4830.418457	33.6	24.9
32.6	23.3	NA	78.60436249	31.55384662	23.17062558	5.723296454	97.61175728	0.100867596	0.024284071	NA	0.003547158	0	0	0	NA	37.5372	126.891	15.5876	NA	NA	34.2	23.3
NA	NA	74.64834595	83.08688354	27.56615359	25.39908497	12.46605261	28.66363041	0.503198127	0.704979159	0.608720971	0.592420155	0.004242176	NA	0.034892012	0.004269443	37.5237	126.909	17.2956	0.2223	NA	NA	NA
NA	22.6	59.65351868	97.40342712	29.30273058	22.36050666	6.768121074	84.54197516	NA	0.085005928	0.032840872	NA	0	NA	0	0	37.6181	127.004	NA	4.7296	5630.30127	31.3	NA
NA	24.8	67.1232605	90.24734497	27.86875694	NA	NA	63.81244103	0.185833898	0.587113154	0.718640496	NA	NA	0	NA	0.009942743	37.5102	127.086	NA	NA	NA	29.6	24.9
32.5	27.2	65.03771973	93.60221863	29.87002699	25.19547949	4.405216744	57.71094747	0.871792965	0.857318559	0.700044801	0.088792605	NA	4.593733658	0.333487805	NA	37.5776	NA	33.3068	NA	4762.389648	NA	23.3
23.1	20.5	88.82365417	NA	NA	22.22642404	11.08567423	25.29326629	0.486661116	NA	0.314519607	0.299179449	0.220250693	0.020941771	0.054049276	0	37.6046	126.991	212.335	NA	5935.615234	23	21.6
27	NA	NA	91.92164612	NA	NA	8.84114778	54.55195355	0.253213621	0.269998594	0.025253997	NA	0	NA	0	NA	37.6046	127.032	44.7624	0.5141	5858.019043	NA	19.8
NA	NA	58.31658173	NA	27.89006896	21.83044667	NA	80.94154978	0.753742754	NA	0.085053048	0.033497128	0.028788281	0.004604217	0	0	NA	126.995	82.2912	2.2579	5753.311035	28.7	NA
NA	NA	43.80792618	85.62259674	32.24044019	25.05767714	NA	61.7967457	0.071559615	0.18346735	0.083810768	0.091077322	0	NA	0	0	37.5372	127.085	28.7	0.6233	5646.600098	NA	25.1
NA	22.9	83.21947479	93.39178467	NA	NA	NA	NA	0.78444531	0.815112649	0.330787766	0.370974615	0.304769442	6.975902423	NA	0.011510279	37.5507	NA	30.0464	0.8552	NA	31.2	21.8
26.4	24.9	73.37450409	95.89609528	NA	23.40623943	12.18760196	118.6953519	NA	0.421531567	0.078631177	0.232045394	NA	0.052343125	0	0	37.5776	126.838	12.37	0.0985	5575.671387	NA	NA
31.2	NA	58.74575424	NA	29.35417334	22.92853159	NA	84.85911457	0.223734064	0.452774041	0.375322203	0.350572694	0	0	0.143654913	0	37.5507	127.135	NA	0.5055	5730.027832	32	22.2
33.3	NA	43.79885101	86.98945618	34.46073122	27.40806719	5.736391594	58.11735061	0.205487841	NA	0.001228502	NA	0	NA	0	0	NA	127.032	44.7624	0.5141	NA	33.8	NA
29.5	23.2	84.82941437	95.94728088	NA	NA	6.607945472	61.26257221	0.750517799	NA	0.348313432	0.320876343	4.722511436	NA	0.51430736	NA	37.5507	127.135	NA	NA	NA	NA	NA
NA	NA	45.35718536	NA	NA	NA	6.582595021	NA	0.104031156	0.000190872	0.229371501	0.005814616	0	NA	NA	0	NA	127.004	146.554	4.7296	4959.31543	NA	NA
27.5	24.1	49.2768364	NA	32.09395338	NA	NA	NA	0.831721038	0.476365241	NA	NA	0.053292859	NA	0	0	NA	126.909	17.2956	NA	5825.258301	31.5	NA
27.1	24.6	60.92048645	93.81321716	28.32077094	23.88369616	11.90925916	82.7656846	0.633207264	0.461820802	NA	0.148293806	1.229075032	NA	0	0	37.5102	127.086	21.9668	NA	5578.788086	29.4	23.6
29	24.8	43.41265488	89.4736557	32.87706861	25.07937841	6.485735655	25.90836799	NA	0.309566349	0.463766223	NA	0	0	0.022263188	0.090531775	37.5507	127.04	26.298	0.5721	NA	NA	23.4
30.5	23.2	76.48796844	99.19757843	25.69746664	NA	18.04368989	55.81011232	0.601877564	0.82754615	0.822289606	NA	0.63164312	NA	0.254713086	1.371297081	37.6181	NA	146.554	4.7296	5926.908691	NA	20.7
NA	23.3	31.86729813	73.47388458	NA	NA	6.073332042	15.23610691	NA	NA	0.075692913	NA	NA	NA	NA	0	NA	127.04	NA	0.5721	4686.240234	31.7	23
31.9	NA	75.7281189	NA	NA	24.15418913	NA	53.02742787	0.893668983	0.816048226	NA	0.06950171	1.700341622	4.211752854	0.330452328	0	37.6181	127.004	146.554	4.7296	4854.930664	NA	NA
29.4	19	70.91090393	88.89791107	29.61775424	22.83708916	7.065554241	NA	0.11804155	0.400057152	0.366883517	0.711083911	NA	0	0	0.041980342	NA	126.995	82.2912	NA	NA	26.7	NA
30.6	22.8	57.2056694	93.63457489	NA	22.42793729	4.948375632	83.115322	NA	0.221556725	0.26248773	NA	0	NA	NA	0	NA	NA	50.9312	0.4125	5545.96875	NA	21.6
31.5	27.3	NA	93.55960846	31.358158	26.45912398	8.69632419	NA	NA	0.602899649	0.298640681	0.511150639	0	0.008264135	0.003030325	1.344555194	NA	127.032	44.7624	0.5141	4941.63623	31.9	NA
28.1	24.3	NA	NA	30.26663929	23.49332687	8.14050285	59.38271459	NA	0.203836764	0.022918951	0.10685825	0	0	0	0	37.5372	127.085	28.7	0.6233	5575.168457	NA	NA
29.7	24	62.64318085	98.0725174	NA	23.0370665	7.67887487	74.99045672	0.118256074	0.168741921	0.146577956	NA	0.001866567	0	NA	0	37.6181	127.004	146.554	NA	NA	31.6	23.9
34	NA	47.59926987	89.61457062	33.37228748	NA	NA	NA	0.245992044	NA	0.00347305	NA	0	NA	0	NA	37.5776	126.938	NA	1.7678	5161.941406	33.9	NA
28.9	NA	62.76339722	84.71612549	29.86987431	26.95142876	8.339629054	15.0974137	0.456939201	NA	NA	NA	0	NA	0.033814554	0	37.5507	NA	26.298	NA	5370.370605	NA	26.3
32.1	24.7	74.80989838	94.99050903	NA	23.71514469	NA	45.76740017	0.752169833	NA	0.747933836	0.124486035	4.447215925	1.666792948	0.453084383	NA	NA	126.955	208.507	NA	4693.443848	26.9	21.5
NA	25.1	56.85725021	NA	NA	NA	12.09795709	38.02380065	0.703141658	NA	0.08095902	NA	1.96010616	0.136218766	NA	0	37.5237	NA	19.5844	0.2713	5582.90332	28.4	23.7
29.7	23.7	49.79512024	NA	30.84659023	NA	7.516255836	34.26783947	NA	0.30089494	0.186418787	0.053375968	NA	NA	NA	0	37.5776	127.058	33.3068	0.2661	5445.730469	30.2	24.4
32.2	27.4	NA	92.8860321	32.85558958	NA	NA	74.99789906	0.679850656	NA	0.045607793	NA	NA	0	0	NA	NA	127.042	54.6384	0.1457	4905.316406	33.5	25.8
31.4	NA	NA	96.84829712	NA	24.76707515	NA	60.3395803	0.591616829	0.710458507	0.62960254	0.396953674	0.121459807	1.777943301	0.553778102	0	NA	NA	45.716	2.5348	5637.466309	NA	25.9
33.7	24.3	46.43682098	78.59612274	33.80973669	26.25451843	NA	40.4150819	0.171425036	0.304826685	0.157061568	0.608070914	0	0	0	0	37.5776	126.938	75.0924	1.7678	4834.006348	NA	24.5
NA	23.8	51.4805336	91.22601318	NA	22.68554431	NA	NA	0.190552432	0.163671649	0.032379423	NA	0	0	0	0	NA	NA	75.0924	1.7678	NA	29.2	20.4
29.4	23.1	51.90571594	88.97743225	30.92302562	24.23555209	7.054048111	NA	0.121828326	NA	0.106089377	0.233436434	0.002452654	0	0	0	37.5507	NA	NA	0.5931	5719.299805	32.2	22.9
30	26.6	NA	92.61279297	31.08023057	26.24613413	7.116256595	46.88144374	0.250896457	NA	NA	0.122419534	0	0.094771198	0.241749259	0	37.5372	127.085	28.7	0.6233	5301.025391	28.1	22.5
28.1	22.8	44.01414108	NA	NA	21.39850695	NA	NA	0.247418978	0.232316099	0.031840403	0.000450861	0	NA	NA	NA	37.5507	127.04	NA	0.5721	5848.048828	30.5	20.7
30.5	22.7	70.98210907	89.6259613	23.70176059	21.31483505	7.171170761	52.61257708	NA	0.62307328	0.681613986	NA	0.505443968	NA	NA	NA	37.4967	126.927	30.968	0.618	NA	24.9	20.2
NA	NA	58.66854095	NA	30.19378933	23.99748291	3.88177678	121.4356289	0.228670678	0.111550588	0.058136553	0.049684442	0	0	0	0	37.5776	NA	NA	0.0985	5406.260254	NA	NA
NA	NA	47.92585754	85.1991272	31.19372741	NA	7.054690421	NA	0.058823608	0.240709047	NA	0.126825626	0	0	NA	0	37.5507	126.937	30.0464	NA	5649.52832	NA	23.8
29.5	25.9	NA	NA	NA	25.6007244	NA	61.91447103	0.247090058	0.410763054	NA	0.103713681	0	0.06486853	0.824699907	0	37.5507	127.135	NA	NA	5288.306641	27.9	22.5
NA	26.8	NA	92.41469574	NA	24.9525148	NA	125.0737855	0.718303782	0.259924545	0.000852036	NA	NA	NA	NA	0	37.4967	126.826	NA	0.4125	5198.822266	28.9	24.3
27.6	20	60.70249939	NA	NA	NA	7.296901753	NA	0.221179041	0.495659815	0.284912359	0.138537928	NA	NA	0	0	37.6046	126.991	212.335	2.785	5868.59668	29.5	20.7
NA	19.8	57.11332321	NA	30.0412692	22.31473201	NA	62.61019215	NA	0.212441365	0.059870338	NA	0.00031667	0	0	NA	NA	126.991	212.335	2.785	5812.293457	NA	21.6
31.7	23.6	NA	99.0243454	28.34656344	23.28689753	NA	48.23517605	NA	NA	0.623740094	0.771792293	2.377857894	NA	NA	0.29400197	NA	127.022	45.716	2.5348	5504.035156	NA	23.3
NA	NA	59.79662323	95.53846741	29.19294857	23.19978181	NA	99.64766373	0.228239622	0.205499652	NA	NA	NA	0	0	NA	NA	126.826	NA	NA	5566.230469	31.2	22.7
33.1	25.1	53.95914078	NA	NA	26.1357878	NA	78.76054102	NA	0.146525235	0.228876696	0.035129093	0	0	NA	NA	37.4967	126.826	50.9312	0.4125	5078.800293	33.8	24.6
34.6	25.7	NA	91.09186554	30.88354028	22.47258852	7.883462558	NA	0.12021949	NA	NA	0.075922257	0	0	0	0	37.4832	NA	56.4448	NA	NA	NA	23
29.2	26.3	74.67340851	NA	29.11674681	25.16007218	8.865145981	NA	0.783728405	0.940160705	0.501901343	NA	6.11923639	19.80145313	0.028181759	NA	NA	127.085	28.7	NA	5629.513672	30.2	NA
28.9	24.1	35.85968781	NA	28.72324586	21.47750246	NA	33.55357814	0.17822407	0.155584815	0.095481379	NA	0	0	0	NA	37.5776	127.083	59.8324	2.6865	4434.277832	28.8	NA
27.1	24.4	40.56550598	88.39717102	28.78357448	24.50940544	NA	30.49917239	NA	0.127811966	0.08658105	0.2658761	0	0	NA	0	NA	127.083	59.8324	2.6865	4474.297363	29.7	23.5
NA	22.5	45.78914261	83.8276062	NA	25.1292849	NA	NA	0.154080368	0.240492604	NA	NA	0	0	NA	NA	37.4967	NA	50.9312	0.4125	NA	33.9	NA
32.8	25.7	21.46988106	89.62171173	35.87459513	25.22856846	7.838336979	NA	0.558199189	NA	0.0368285	0.047137235	NA	NA	0	0	37.5237	126.97	19.5844	NA	NA	34.5	NA
NA	26.5	NA	91.31134033	29.63807184	NA	NA	63.64497968	0.32223705	NA	NA	NA	0	0	NA	NA	37.4832	127.024	NA	NA	5364.618164	34	26.6
27.4	23.4	NA	94.35573578	NA	22.63321325	6.769630988	121.9435399	NA	NA	0.066967788	0.210094788	NA	0	0	0	37.5776	NA	NA	0.0985	NA	30.1	NA
NA	NA	36.00387573	84.21794128	31.13037217	20.89558938	6.334121972	91.57986456	NA	0.083397138	0.001845978	0.017629036	0	0	NA	0	37.6181	127.004	146.554	NA	5892.493652	NA	NA
25.2	22.5	88.32806396	96.5406723	NA	24.42358837	10.72964515	46.3094904	NA	NA	0.776653677	0.700348358	3.008761461	0.274845066	0.209888962	0	37.4967	126.826	50.9312	NA	5761.527344	25.4	22.6
NA	NA	79.69906616	96.79467773	29.47320476	NA	8.810801287	55.83220007	0.22296919	0.310344938	0.349086179	NA	0.006074348	NA	0.11139412	0	37.4562	126.955	NA	5.1782	NA	NA	NA
29.8	25.5	84.14944458	93.99175262	NA	NA	NA	61.62660225	NA	0.665398885	0.628240287	0.529416831	0.082739109	NA	0.484373629	0	37.5776	126.838	NA	NA	5629.313965	28.9	25.6
30.8	23.7	NA	87.66990662	30.72679356	NA	8.957134714	29.99466721	NA	0.06706363	0	0.08512277	0	NA	0	0	NA	126.988	NA	0.5931	5843.375488	32.6	NA
29.1	25.2	49.55261993	86.81433105	32.15536162	24.99898625	5.739727368	48.93332513	NA	0.340444507	0.517643812	0.612488576	0	0	NA	0.104627489	37.5237	126.909	17.2956	0.2223	5452.38916	NA	24.1
NA	NA	66.12171936	85.55726624	30.00345365	26.95052448	8.35739096	37.94013015	0.38479147	NA	0.369181967	0.192546369	0	NA	0.006269143	NA	37.5372	127.085	28.7	0.6233	5377.675781	NA	26.3
NA	22.5	50.91862106	89.74239349	29.24048656	NA	7.289540211	114.4483589	NA	0.211716869	0.267423189	0.116348879	0	0	0	0	37.5507	127.135	35.038	0.5055	5716.302246	31.2	21.7
NA	27.2	51.64584351	96.29498291	32.39707698	25.0638514	NA	68.45424783	0.555528287	0.277242923	NA	0.022391436	12.706972	0	0	0	37.4697	NA	52.518	1.5629	4887.505371	NA	25.9
NA	24.5	NA	91.65237427	NA	23.08306263	5.746159583	56.25296718	NA	0.272094052	NA	0.514551535	NA	0	0.022781407	0.026156283	37.4562	126.955	208.507	5.1782	NA	29.1	21.1
31	21	41.23276138	83.32605743	31.16633227	22.90122318	5.252023945	138.939118	NA	0.000598291	0.054683086	6.99e-05	NA	0	NA	NA	37.5507	127.135	NA	0.5055	4640.095215	NA	21.5
NA	NA	NA	89.62199402	27.77742975	24.20426482	7.782259166	NA	NA	0.633417594	0.719465103	0.706317604	0	0	0	0.324344776	NA	127.083	NA	NA	5619.804688	29.3	NA
30.9	NA	NA	85.56984711	30.89821136	NA	5.426428994	104.9046743	0.112990687	0.026762129	NA	NA	0	NA	0	0	NA	126.826	50.9312	0.4125	4701.743164	32.2	21.3
29.8	24.1	83.1492157	92.80851746	26.41071554	NA	NA	46.329247	NA	0.652672977	0.611653056	0.493776003	0.033464743	NA	0.079152228	0	37.4967	NA	50.9312	0.4125	5657.855469	29.5	NA
32.3	NA	NA	81.36083221	32.23581379	27.3896312	7.298276097	30.96077414	0.249782711	0.323095094	NA	0.102780336	NA	0.018849544	0	NA	37.5507	126.937	30.0464	0.8552	5043.325684	32.6	25.5
34	24.5	39.38504028	NA	NA	27.95359518	6.194717517	NA	NA	NA	NA	NA	NA	0	0	NA	37.5776	127.083	NA	2.6865	5111.087891	NA	27.6
NA	23.2	48.22867584	91.0070343	NA	24.89885739	5.399707069	85.21271708	0.537620177	NA	0.480570443	0.652300879	0	0	8.918598175	0.704517818	NA	NA	33.3068	0.2661	5804.364746	33.3	24.6
29.6	23.6	54.63713837	94.6787262	31.05281943	23.51042684	4.015899569	NA	NA	NA	0.062052265	NA	NA	0	0	0	37.6181	127.099	53.4712	0.697	5428.502441	32.1	NA
31	25.4	60.19027328	96.909729	30.43207142	25.55049739	9.506481946	77.92655749	NA	NA	0.03812186	0.014991941	0.046213831	NA	0	NA	NA	NA	NA	4.7296	NA	32	25.7
33.5	23.9	NA	93.06073761	NA	22.87385517	8.418940187	160.7663826	0.074437836	NA	NA	NA	0	0	NA	0	37.5507	NA	NA	0.5055	5778.930664	34.9	23.2
32.8	NA	51.02552795	90.33948517	33.32211177	NA	NA	36.62584078	NA	0.488734488	0.076867927	NA	0.089413479	0	NA	NA	37.5776	127.083	NA	2.6865	NA	NA	26
NA	23.3	52.02696228	NA	NA	24.85954651	NA	NA	NA	0.412330355	NA	NA	0.028441898	0	0.352777719	NA	37.5102	127.086	21.9668	0.1332	5793.305176	33.6	25
34.4	25.6	52.66249847	84.44555664	NA	NA	7.420319736	57.24954255	0.22733138	0.363435362	NA	0.145609665	0	0.044291355	0	0	37.5372	NA	28.7	0.6233	NA	NA	26.1
25.9	23.6	48.3421669	86.37254334	NA	24.94211524	NA	NA	0.494666833	0.23788708	NA	NA	0	0	0	NA	37.5776	127.058	33.3068	0.2661	NA	30.5	23
NA	NA	66.15339661	NA	31.29160646	26.75535539	7.105529805	71.19796689	NA	NA	0.255791872	0.105995719	0	NA	0.091912054	NA	NA	127.086	21.9668	NA	5309.37207	31	24.8
NA	27.5	80.89341736	NA	30.00056152	27.23026607	9.096713702	33.823283	0.336993483	0.561917705	NA	0.22693392	NA	0	NA	0	NA	NA	52.518	1.5629	NA	31.1	NA
NA	22.5	43.44721603	NA	30.79239839	NA	NA	52.23297485	0.806608816	0.642318388	0.055515141	NA	4.435592522	0.266221182	NA	0	37.5372	NA	28.7	0.6233	5593.521973	NA	19
NA	NA	84.1733017	NA	NA	NA	8.716371198	NA	NA	NA	NA	0.690752222	7.918098585	0.874443268	NA	0	37.5776	NA	59.8324	NA	NA	26	23.2
25.8	NA	56.38785934	98.69831085	NA	NA	4.727320621	NA	0.752367881	0.508496952	0.230493495	0.453396447	0.503854792	0.04539177	0.011378847	NA	NA	127.022	45.716	2.5348	5583.532715	25	18.7
33.3	25.3	45.82307053	NA	31.46307563	NA	NA	NA	0.142376677	0.178354475	0.209296432	0.045304034	0	NA	NA	0	37.5776	126.938	75.0924	NA	5100.811035	32.9	NA
28.8	22.5	56.95946884	97.57096863	27.65345589	21.41967965	NA	NA	0.24135161	NA	0	NA	0	0	NA	0	37.6181	127.004	NA	4.7296	5820.243164	30.4	22.5
26.4	24.9	77.23194885	96.42398834	NA	NA	10.19801356	NA	0.822685652	0.610769708	0.75117768	0.637829992	0.035239944	0.036961022	NA	0	37.5372	NA	15.5876	NA	5771.209473	25.5	NA
NA	22.5	85.35552216	NA	NA	23.1975722	8.386990786	53.53295255	0.532153874	0.354008649	NA	0.307619246	0.03026782	0	0	0	37.5776	NA	NA	NA	NA	26.4	NA
NA	23.2	NA	93.31009674	27.42763141	24.73818895	6.037457397	NA	0.568163592	0.626833587	NA	0.331285427	0.016884827	NA	0	0	NA	126.927	30.968	0.618	5685.721191	28.9	23.8
29.4	22.9	45.24008179	84.41196442	35.07471849	24.83824726	5.866914312	77.52966841	0.533861592	0.387932665	NA	0.552247403	0.000342571	0	1.813578367	0.002931844	NA	126.91	52.518	1.5629	NA	33.5	24.8
NA	NA	39.0240593	90.92180634	NA	25.54860801	8.366321484	60.17165176	NA	0.267537366	2.63e-05	0	10.21339856	0.003914118	NA	0	37.5776	127.083	59.8324	2.6865	5170.464355	29.9	NA
27.8	24.2	NA	NA	NA	23.218611	8.269968629	50.14939602	0.247814876	NA	NA	0.126843496	0	0	NA	0	37.5102	127.042	54.6384	NA	NA	NA	23
29.9	18.8	NA	NA	27.6773605	NA	6.528770059	NA	NA	0.272890494	0.456329524	0.651975267	NA	0	0	0.063460075	NA	NA	NA	5.1782	NA	NA	20.5
NA	NA	72.06732178	NA	27.61674515	25.53492132	12.53466676	22.83439219	0.500964179	0.722964461	0.624134151	0.622363007	0.003027852	NA	0.039502529	NA	NA	126.937	30.0464	0.8552	5725.915039	28.4	24.3
33	24.4	NA	NA	29.64312631	24.94423128	3.718815401	49.5137195	0.860624465	0.830203845	NA	0.094604453	1.341559636	4.500270156	0.314134871	0	37.6046	NA	44.7624	NA	NA	29.4	22.9
NA	26.3	66.43795776	90.99015808	30.79094031	26.66574124	6.724569708	129.9265731	0.270193293	0.220403319	0.128863024	0.026816234	0	0.042145342	0	0	37.5776	126.838	NA	0.0985	5017.061523	32.3	26
32.5	25.9	59.57634354	NA	30.67348689	26.01755452	NA	105.8602218	NA	0.284478562	NA	0.026823563	0.755854249	NA	0	0	37.4967	126.826	50.9312	NA	4982.36377	32.5	26
25.7	NA	56.09843826	92.4729538	32.20919272	23.46913034	NA	NA	0.535731564	NA	NA	0.589141827	0	0.000190405	NA	0.820366354	NA	126.991	212.335	NA	5935.615234	30.9	22.5
29	23.8	95.75268555	99.75077057	25.28528274	24.17071439	NA	5.404379317	0.764863095	0.943397039	0.528037368	0.561353334	0.165634847	4.700892329	0.257505147	0.019379814	37.6181	127.004	146.554	4.7296	5685.478027	26.2	24.5
30	25.4	53.51957703	83.26459503	31.22858076	25.16313182	4.542055309	75.80470943	0.283701319	NA	0.160925407	NA	0	0	NA	0	37.5372	126.891	15.5876	NA	5408.750488	34	NA
NA	25.4	52.80416107	88.4677124	31.39195339	24.83974065	NA	69.29122512	NA	0.35126547	NA	NA	0	0	0.105309938	0.123609406	37.5372	NA	15.5876	0.1554	NA	31.2	NA
NA	21.8	68.10704041	92.39933014	NA	23.61167624	7.15870285	43.4129618	0.235587104	NA	0.677343672	0.723723433	NA	0	NA	0.224950012	37.6181	127.099	53.4712	0.697	5634.69043	NA	23.8
28.7	25.7	76.92006683	NA	28.79932432	NA	9.534163256	NA	NA	0.900686089	NA	NA	NA	20.36982602	NA	NA	NA	127.058	33.3068	0.2661	5627.421875	29.3	23.7
26.4	24.3	67.87431335	96.79102325	NA	NA	NA	NA	0.62019148	NA	NA	0.17298089	NA	NA	0	NA	NA	126.995	NA	NA	NA	28.2	22
